timestamp_ns,price,bid,ask,size,symbol
1700000001148915898,453.0126,452.9900,453.0353,254,SPY
1700000001150890612,452.9757,452.9531,452.9984,216,SPY
1700000001151215109,452.8671,452.8444,452.8897,63,SPY
1700000001152124515,452.9058,452.8831,452.9284,385,SPY
1700000001153774546,452.8773,452.8547,452.9000,328,SPY
1700000001154246741,452.7884,452.7658,452.8111,285,SPY
1700000001154816671,452.6750,452.6523,452.6976,222,SPY
1700000001156656540,452.7319,452.7093,452.7546,420,SPY
1700000001157722359,452.6543,452.6317,452.6769,170,SPY
1700000001158281054,452.5619,452.5393,452.5845,322,SPY
1700000001160090262,452.4916,452.4690,452.5142,267,SPY
1700000001160504570,452.4875,452.4648,452.5101,43,SPY
1700000001161254064,452.5714,452.5487,452.5940,93,SPY
1700000001163220395,452.4268,452.4041,452.4494,103,SPY
1700000001163976379,452.4571,452.4345,452.4797,484,SPY
1700000001164241277,452.4480,452.4254,452.4706,87,SPY
1700000001166074719,452.4383,452.4157,452.4610,190,SPY
1700000001167408118,452.4769,452.4543,452.4996,398,SPY
1700000001167874645,452.5558,452.5331,452.5784,396,SPY
1700000001168627501,452.5437,452.5210,452.5663,327,SPY
1700000001169967053,452.5434,452.5207,452.5660,15,SPY
1700000001170770310,452.5535,452.5309,452.5762,83,SPY
1700000001172100271,452.7838,452.7612,452.8065,498,SPY
1700000001172631727,452.7668,452.7442,452.7895,41,SPY
1700000001173962707,452.7039,452.6813,452.7266,251,SPY
1700000001174063465,452.6816,452.6589,452.7042,74,SPY
1700000001174545412,452.6649,452.6422,452.6875,181,SPY
1700000001175766220,452.6594,452.6368,452.6821,108,SPY
1700000001177182936,452.7832,452.7605,452.8058,276,SPY
1700000001177912546,452.8357,452.8130,452.8583,145,SPY
1700000001178583455,452.8130,452.7904,452.8357,48,SPY
1700000001180347925,452.8234,452.8008,452.8461,237,SPY
1700000001182308980,452.8230,452.8003,452.8456,350,SPY
1700000001183285964,452.9344,452.9118,452.9571,460,SPY
1700000001184226489,452.9823,452.9596,453.0049,182,SPY
1700000001186175626,453.0490,453.0263,453.0716,262,SPY
1700000001186340604,452.9417,452.9190,452.9643,98,SPY
1700000001187877645,452.9315,452.9088,452.9541,498,SPY
1700000001188390366,452.9580,452.9353,452.9806,437,SPY
1700000001189263489,452.8229,452.8003,452.8456,115,SPY
1700000001191262668,452.8056,452.7830,452.8283,98,SPY
1700000001191470716,452.7371,452.7145,452.7598,284,SPY
1700000001192739174,452.6893,452.6667,452.7119,194,SPY
1700000001193556007,452.6535,452.6308,452.6761,48,SPY
1700000001194634951,452.6815,452.6589,452.7041,416,SPY
1700000001196511643,452.5328,452.5102,452.5555,323,SPY
1700000001197427601,452.4364,452.4138,452.4590,382,SPY
1700000001199407349,452.3833,452.3607,452.4059,481,SPY
1700000001200214222,452.3857,452.3631,452.4083,292,SPY
1700000001201291400,452.4021,452.3795,452.4247,425,SPY
1700000001202047324,452.3940,452.3714,452.4167,279,SPY
1700000001203853116,452.2886,452.2659,452.3112,172,SPY
1700000001205472764,452.4374,452.4148,452.4600,220,SPY
1700000001206835902,452.4192,452.3965,452.4418,497,SPY
1700000001208100635,452.2875,452.2649,452.3101,315,SPY
1700000001209609897,452.2752,452.2526,452.2978,67,SPY
1700000001209959430,452.3017,452.2791,452.3243,272,SPY
1700000001211876516,452.2644,452.2418,452.2871,27,SPY
1700000001212754476,452.2559,452.2333,452.2786,230,SPY
1700000001214182417,452.2492,452.2266,452.2719,62,SPY
1700000001214763101,452.2516,452.2290,452.2742,269,SPY
1700000001216525844,452.1735,452.1509,452.1961,346,SPY
1700000001217594057,452.1537,452.1311,452.1763,439,SPY
1700000001218590352,452.1124,452.0898,452.1350,113,SPY
1700000001220241742,452.1098,452.0872,452.1324,258,SPY
1700000001220552909,452.0067,451.9841,452.0293,150,SPY
1700000001221610342,451.8778,451.8553,451.9004,163,SPY
1700000001223412804,451.8140,451.7914,451.8366,356,SPY
1700000001225259515,451.6619,451.6393,451.6845,169,SPY
1700000001225476114,451.5340,451.5114,451.5565,268,SPY
1700000001225673183,451.3047,451.2822,451.3273,66,SPY
1700000001226236187,451.3507,451.3282,451.3733,172,SPY
1700000001226349027,451.2344,451.2119,451.2570,428,SPY
1700000001227047816,451.3370,451.3144,451.3596,300,SPY
1700000001228404427,451.4274,451.4048,451.4499,7,SPY
1700000001229114584,451.3679,451.3453,451.3904,481,SPY
1700000001230046216,451.4853,451.4627,451.5079,484,SPY
1700000001230994516,451.4869,451.4643,451.5095,98,SPY
1700000001232834352,451.4785,451.4559,451.5011,142,SPY
1700000001233383406,451.3121,451.2896,451.3347,114,SPY
1700000001233845360,451.3183,451.2957,451.3409,187,SPY
1700000001235331073,451.2986,451.2761,451.3212,133,SPY
1700000001235504764,451.1829,451.1604,451.2055,300,SPY
1700000001237352090,451.3327,451.3102,451.3553,236,SPY
1700000001238960674,451.2991,451.2765,451.3216,280,SPY
1700000001239843113,451.1914,451.1688,451.2139,440,SPY
1700000001240571462,451.2215,451.1989,451.2441,63,SPY
1700000001242096067,451.1398,451.1172,451.1623,61,SPY
1700000001242219198,451.0505,451.0279,451.0730,247,SPY
1700000001243694319,451.0778,451.0552,451.1003,475,SPY
1700000001245410853,451.0224,450.9998,451.0449,112,SPY
1700000001246399322,450.9106,450.8880,450.9331,119,SPY
1700000001246917669,450.9082,450.8857,450.9308,61,SPY
1700000001247726624,450.8701,450.8476,450.8926,206,SPY
1700000001249657835,450.8388,450.8163,450.8613,5,SPY
1700000001250456467,450.8225,450.7999,450.8450,382,SPY
1700000001251662426,450.8317,450.8092,450.8543,463,SPY
1700000001252685078,450.9907,450.9681,451.0132,254,SPY
1700000001253629604,451.0062,450.9836,451.0287,172,SPY
1700000001254796982,450.9131,450.8905,450.9356,161,SPY
1700000001255542741,451.0118,450.9892,451.0343,88,SPY
1700000001256653042,451.0306,451.0080,451.0531,287,SPY
1700000001258496076,451.1028,451.0803,451.1254,367,SPY
1700000001259973722,450.9768,450.9542,450.9993,498,SPY
1700000001260503207,450.9932,450.9706,451.0157,376,SPY
1700000001262198515,450.8646,450.8421,450.8872,33,SPY
1700000001264130092,450.7484,450.7259,450.7710,131,SPY
1700000001265542101,450.6546,450.6321,450.6772,312,SPY
1700000001267010514,450.6281,450.6055,450.6506,439,SPY
1700000001267654849,450.6502,450.6277,450.6728,376,SPY
1700000001267975165,450.7465,450.7240,450.7691,46,SPY
1700000001269441983,450.6429,450.6204,450.6654,6,SPY
1700000001269563660,450.7398,450.7173,450.7623,337,SPY
1700000001271513484,450.7670,450.7445,450.7896,232,SPY
1700000001271979249,450.7156,450.6931,450.7381,256,SPY
1700000001272750819,450.6709,450.6483,450.6934,54,SPY
1700000001273348386,450.7276,450.7050,450.7501,320,SPY
1700000001273848359,450.7536,450.7310,450.7761,305,SPY
1700000001275535014,450.7047,450.6822,450.7273,316,SPY
1700000001276183425,450.5854,450.5629,450.6080,475,SPY
1700000001277801560,450.5159,450.4934,450.5384,169,SPY
1700000001279102999,450.4452,450.4227,450.4678,417,SPY
1700000001280532231,450.3525,450.3299,450.3750,11,SPY
1700000001281501933,450.3636,450.3411,450.3861,432,SPY
1700000001282717680,450.3257,450.3032,450.3482,214,SPY
1700000001283309791,450.3942,450.3717,450.4167,350,SPY
1700000001284083899,450.3695,450.3470,450.3920,395,SPY
1700000001285751665,450.2707,450.2481,450.2932,463,SPY
1700000001287222879,450.3611,450.3386,450.3836,222,SPY
1700000001288987533,450.4095,450.3869,450.4320,319,SPY
1700000001289245557,450.4319,450.4094,450.4544,267,SPY
1700000001290547896,450.3847,450.3622,450.4072,218,SPY
1700000001291760906,450.4362,450.4137,450.4587,434,SPY
1700000001292374099,450.4643,450.4418,450.4869,73,SPY
1700000001293197771,450.4206,450.3980,450.4431,53,SPY
1700000001293434789,450.5301,450.5076,450.5527,218,SPY
1700000001293738266,450.5572,450.5347,450.5798,80,SPY
1700000001294921109,450.5761,450.5535,450.5986,88,SPY
1700000001296814681,450.5486,450.5261,450.5711,420,SPY
1700000001298539680,450.5313,450.5087,450.5538,354,SPY
1700000001298934562,450.5837,450.5611,450.6062,169,SPY
1700000001299930535,450.5813,450.5588,450.6038,185,SPY
1700000001300968264,450.4350,450.4125,450.4575,290,SPY
1700000001302267428,450.6160,450.5935,450.6385,225,SPY
1700000001304209786,450.6508,450.6282,450.6733,298,SPY
1700000001305831407,450.6176,450.5950,450.6401,44,SPY
1700000001307195066,450.8081,450.7855,450.8306,44,SPY
1700000001309148426,450.9639,450.9414,450.9865,412,SPY
1700000001309263342,450.9762,450.9536,450.9987,3,SPY
1700000001309503789,450.9880,450.9655,451.0106,216,SPY
1700000001311393160,451.0432,451.0206,451.0657,135,SPY
1700000001312786064,451.0790,451.0564,451.1015,222,SPY
1700000001314507274,451.0577,451.0352,451.0803,109,SPY
1700000001315026042,451.0041,450.9815,451.0266,255,SPY
1700000001316517986,451.0278,451.0052,451.0503,21,SPY
1700000001318444008,450.9935,450.9709,451.0160,20,SPY
1700000001319456253,451.0082,450.9856,451.0307,7,SPY
1700000001319614751,450.9383,450.9157,450.9608,223,SPY
1700000001320940416,451.0070,450.9845,451.0296,455,SPY
1700000001322466557,450.9256,450.9031,450.9482,442,SPY
1700000001324434276,450.8469,450.8243,450.8694,385,SPY
1700000001325400635,450.7253,450.7028,450.7478,158,SPY
1700000001325849520,450.6870,450.6645,450.7096,254,SPY
1700000001327071224,450.6473,450.6247,450.6698,451,SPY
1700000001327233509,450.5765,450.5540,450.5990,204,SPY
1700000001328006334,450.5954,450.5729,450.6179,78,SPY
1700000001328749012,450.6658,450.6433,450.6884,464,SPY
1700000001329647047,450.6753,450.6528,450.6978,306,SPY
1700000001330802331,450.8034,450.7809,450.8260,324,SPY
1700000001331234788,450.7269,450.7044,450.7494,479,SPY
1700000001332309403,450.7768,450.7542,450.7993,500,SPY
1700000001334084661,450.6950,450.6725,450.7176,242,SPY
1700000001334700708,450.5782,450.5557,450.6007,2,SPY
1700000001335918759,450.4952,450.4727,450.5177,163,SPY
1700000001337357822,450.5281,450.5056,450.5506,334,SPY
1700000001338672215,450.5318,450.5092,450.5543,39,SPY
1700000001339997019,450.4869,450.4643,450.5094,123,SPY
1700000001341782630,450.3442,450.3217,450.3667,310,SPY
1700000001342440026,450.2535,450.2310,450.2760,213,SPY
1700000001344073149,450.4122,450.3897,450.4347,180,SPY
1700000001345315080,450.3281,450.3056,450.3506,485,SPY
1700000001345787235,450.2653,450.2428,450.2878,275,SPY
1700000001347416687,450.2673,450.2448,450.2898,446,SPY
1700000001347893908,450.2442,450.2217,450.2668,418,SPY
1700000001349246235,450.3159,450.2934,450.3384,273,SPY
1700000001349671510,450.3552,450.3327,450.3777,416,SPY
1700000001349943616,450.2815,450.2590,450.3040,409,SPY
1700000001350353991,450.3590,450.3364,450.3815,37,SPY
1700000001352249665,450.3636,450.3411,450.3861,284,SPY
1700000001352588273,450.3391,450.3166,450.3616,105,SPY
1700000001353147386,450.2341,450.2116,450.2566,442,SPY
1700000001354329524,450.3328,450.3102,450.3553,102,SPY
1700000001355412969,450.2892,450.2667,450.3117,492,SPY
1700000001356088852,450.3398,450.3173,450.3623,39,SPY
1700000001356236089,450.2517,450.2292,450.2742,391,SPY
1700000001356944531,450.3086,450.2860,450.3311,229,SPY
1700000001358730958,450.2816,450.2591,450.3041,189,SPY
1700000001360143451,450.2753,450.2528,450.2978,192,SPY
1700000001360638172,450.2904,450.2679,450.3129,115,SPY
1700000001362495254,450.3171,450.2946,450.3396,1,SPY
1700000001363248538,450.2714,450.2489,450.2939,460,SPY
1700000001363613439,450.0882,450.0657,450.1107,61,SPY
1700000001363969334,450.0465,450.0240,450.0690,484,SPY
1700000001364844338,450.0703,450.0478,450.0928,321,SPY
1700000001365986890,449.9542,449.9317,449.9767,113,SPY
1700000001367108900,449.9067,449.8842,449.9292,16,SPY
1700000001368152414,449.8611,449.8386,449.8836,370,SPY
1700000001369330254,449.8189,449.7964,449.8414,424,SPY
1700000001369927272,449.8685,449.8460,449.8910,347,SPY
1700000001371453667,449.9105,449.8880,449.9330,312,SPY
1700000001372920023,449.8894,449.8669,449.9119,481,SPY
1700000001374293819,449.8096,449.7871,449.8321,223,SPY
1700000001376112568,449.7191,449.6966,449.7416,472,SPY
1700000001377771062,449.6871,449.6646,449.7096,16,SPY
1700000001378378357,449.6949,449.6724,449.7174,411,SPY
1700000001380272667,449.6348,449.6123,449.6573,153,SPY
1700000001381922489,449.6340,449.6116,449.6565,178,SPY
1700000001383205458,449.5634,449.5409,449.5859,264,SPY
1700000001385078872,449.6443,449.6218,449.6667,119,SPY
1700000001385511059,449.6586,449.6361,449.6811,70,SPY
1700000001386176358,449.6992,449.6767,449.7217,235,SPY
1700000001386735537,449.7181,449.6956,449.7406,424,SPY
1700000001388440589,449.4927,449.4702,449.5152,27,SPY
1700000001390132846,449.5983,449.5758,449.6208,141,SPY
1700000001390951681,449.6158,449.5933,449.6382,57,SPY
1700000001391075660,449.6149,449.5924,449.6374,350,SPY
1700000001392012921,449.6183,449.5958,449.6408,89,SPY
1700000001393477664,449.6761,449.6536,449.6985,99,SPY
1700000001394767969,449.6742,449.6517,449.6967,370,SPY
1700000001396685336,449.7406,449.7181,449.7631,482,SPY
1700000001397048108,449.6816,449.6591,449.7040,224,SPY
1700000001398417210,449.7467,449.7242,449.7691,64,SPY
1700000001400181919,449.8310,449.8085,449.8535,271,SPY
1700000001402066755,449.8583,449.8358,449.8808,387,SPY
1700000001403428870,449.7837,449.7612,449.8062,359,SPY
1700000001405000239,449.5715,449.5490,449.5939,21,SPY
1700000001406981157,449.7630,449.7405,449.7855,167,SPY
1700000001407789962,449.6915,449.6690,449.7139,291,SPY
1700000001409211556,449.8116,449.7891,449.8341,326,SPY
1700000001410710811,449.7679,449.7454,449.7904,367,SPY
1700000001412341437,449.5478,449.5253,449.5703,442,SPY
1700000001412475745,449.6174,449.5949,449.6399,371,SPY
1700000001413724138,449.8437,449.8213,449.8662,324,SPY
1700000001415258371,449.6516,449.6291,449.6740,102,SPY
1700000001416230299,449.6784,449.6559,449.7009,160,SPY
1700000001416640589,449.6377,449.6152,449.6602,487,SPY
1700000001417291638,449.8463,449.8238,449.8688,400,SPY
1700000001418659217,449.6228,449.6003,449.6452,213,SPY
1700000001419236699,449.7185,449.6960,449.7409,130,SPY
1700000001420420667,449.7317,449.7092,449.7542,177,SPY
1700000001421931084,449.8145,449.7920,449.8370,457,SPY
1700000001423581310,449.7023,449.6798,449.7248,154,SPY
1700000001423806847,449.7917,449.7692,449.8142,207,SPY
1700000001425686060,449.8679,449.8454,449.8904,56,SPY
1700000001425878184,449.8171,449.7946,449.8396,440,SPY
1700000001426102828,449.8927,449.8703,449.9152,480,SPY
1700000001426657282,449.8472,449.8248,449.8697,241,SPY
1700000001427132979,449.7168,449.6943,449.7393,105,SPY
1700000001427448168,449.7830,449.7605,449.8055,386,SPY
1700000001428508205,449.7655,449.7430,449.7879,85,SPY
1700000001430386126,449.8040,449.7816,449.8265,392,SPY
1700000001431037406,449.7080,449.6855,449.7304,305,SPY
1700000001432622013,449.6790,449.6565,449.7014,102,SPY
1700000001433132761,449.7689,449.7464,449.7913,196,SPY
1700000001433358778,449.6235,449.6010,449.6460,408,SPY
1700000001434309761,449.4953,449.4729,449.5178,279,SPY
1700000001435383476,449.6102,449.5877,449.6327,73,SPY
1700000001436067557,449.6849,449.6624,449.7074,100,SPY
1700000001436344425,449.5227,449.5002,449.5452,315,SPY
1700000001436753407,449.3682,449.3457,449.3907,350,SPY
1700000001437028770,449.3074,449.2849,449.3299,125,SPY
1700000001438294551,449.3201,449.2976,449.3425,4,SPY
1700000001439880102,449.2388,449.2163,449.2612,71,SPY
1700000001441638466,449.2636,449.2411,449.2861,98,SPY
1700000001442793263,449.3787,449.3563,449.4012,303,SPY
1700000001444086107,449.4934,449.4709,449.5159,223,SPY
1700000001445950644,449.4287,449.4063,449.4512,299,SPY
1700000001447596184,449.5683,449.5459,449.5908,13,SPY
1700000001448016862,449.7741,449.7516,449.7965,355,SPY
1700000001449123031,449.7946,449.7722,449.8171,496,SPY
1700000001449592954,449.6307,449.6082,449.6532,261,SPY
1700000001451201068,449.7017,449.6792,449.7242,339,SPY
1700000001452435427,449.5353,449.5128,449.5577,465,SPY
1700000001453233444,449.5583,449.5359,449.5808,104,SPY
1700000001453607679,449.5080,449.4855,449.5304,112,SPY
1700000001454367118,449.4932,449.4708,449.5157,331,SPY
1700000001455840666,449.3244,449.3019,449.3468,183,SPY
1700000001456580843,449.3316,449.3091,449.3540,288,SPY
1700000001457167069,449.3308,449.3083,449.3532,467,SPY
1700000001458858515,449.1968,449.1743,449.2193,311,SPY
1700000001460188664,449.2887,449.2663,449.3112,401,SPY
1700000001461663084,449.2930,449.2705,449.3155,162,SPY
1700000001461908984,449.1779,449.1554,449.2003,213,SPY
1700000001463469521,449.1610,449.1385,449.1835,330,SPY
1700000001463877986,449.2001,449.1777,449.2226,71,SPY
1700000001465262618,449.1770,449.1545,449.1994,58,SPY
1700000001467234273,449.2045,449.1820,449.2269,47,SPY
1700000001467442336,449.1940,449.1715,449.2165,48,SPY
1700000001468579193,449.1580,449.1356,449.1805,47,SPY
1700000001469566045,449.1060,449.0836,449.1285,463,SPY
1700000001470477358,449.2055,449.1831,449.2280,399,SPY
1700000001472138229,449.2481,449.2257,449.2706,327,SPY
1700000001472798947,449.3427,449.3203,449.3652,48,SPY
1700000001473610192,449.4106,449.3881,449.4331,105,SPY
1700000001474702691,449.5021,449.4797,449.5246,19,SPY
1700000001475113756,449.6308,449.6084,449.6533,51,SPY
1700000001476988374,449.4943,449.4718,449.5167,106,SPY
1700000001477244126,449.4980,449.4755,449.5205,91,SPY
1700000001478521910,449.6531,449.6306,449.6756,477,SPY
1700000001479640927,449.5091,449.4866,449.5316,21,SPY
1700000001481083706,449.5452,449.5227,449.5676,459,SPY
1700000001482800819,449.5085,449.4860,449.5309,91,SPY
1700000001483087558,449.3646,449.3421,449.3871,102,SPY
1700000001483401216,449.3832,449.3608,449.4057,476,SPY
1700000001485371222,449.4298,449.4073,449.4523,348,SPY
1700000001487164810,449.3785,449.3560,449.4009,397,SPY
1700000001489029472,449.4448,449.4223,449.4673,226,SPY
1700000001490801458,449.4091,449.3866,449.4316,204,SPY
1700000001492600554,449.5503,449.5278,449.5727,306,SPY
1700000001494154661,449.5567,449.5343,449.5792,401,SPY
1700000001494839161,449.5567,449.5342,449.5792,212,SPY
1700000001496287540,449.3326,449.3101,449.3551,78,SPY
1700000001496560786,449.4165,449.3941,449.4390,309,SPY
1700000001498473442,449.2826,449.2601,449.3050,282,SPY
1700000001498986294,449.2762,449.2538,449.2987,1,SPY
1700000001500984344,449.3500,449.3275,449.3725,132,SPY
1700000001502011739,449.4832,449.4607,449.5056,14,SPY
1700000001503001918,449.4709,449.4484,449.4933,406,SPY
1700000001503984177,449.3803,449.3579,449.4028,171,SPY
1700000001504627630,449.2067,449.1842,449.2291,457,SPY
1700000001505670262,449.2094,449.1869,449.2318,423,SPY
1700000001507593499,449.2047,449.1822,449.2272,378,SPY
1700000001508705631,449.1428,449.1203,449.1652,475,SPY
1700000001509807580,449.2026,449.1801,449.2250,107,SPY
1700000001511383254,449.2815,449.2590,449.3039,430,SPY
1700000001511594926,449.1120,449.0895,449.1345,228,SPY
1700000001512185477,449.0032,448.9807,449.0256,380,SPY
1700000001514135040,449.0977,449.0752,449.1202,484,SPY
1700000001515261514,449.1014,449.0790,449.1239,48,SPY
1700000001515374496,448.9196,448.8971,448.9420,482,SPY
1700000001516498127,448.8825,448.8600,448.9049,336,SPY
1700000001518182494,448.8573,448.8349,448.8797,201,SPY
1700000001520165796,448.7025,448.6800,448.7249,93,SPY
1700000001520454019,448.6143,448.5918,448.6367,85,SPY
1700000001520559045,448.6383,448.6159,448.6608,39,SPY
1700000001521045544,448.4708,448.4484,448.4933,145,SPY
1700000001522113077,448.3287,448.3063,448.3511,191,SPY
1700000001522887335,448.3129,448.2905,448.3353,81,SPY
1700000001523336477,448.2650,448.2426,448.2874,286,SPY
1700000001524590469,448.2525,448.2301,448.2749,49,SPY
1700000001524927369,448.3215,448.2991,448.3439,1,SPY
1700000001526871575,448.2521,448.2297,448.2745,229,SPY
1700000001528416677,448.1559,448.1335,448.1783,438,SPY
1700000001529382159,448.0569,448.0345,448.0793,45,SPY
1700000001529716315,447.9611,447.9387,447.9835,133,SPY
1700000001531266971,448.0642,448.0418,448.0866,183,SPY
1700000001532772636,448.0606,448.0382,448.0831,36,SPY
1700000001533305499,448.0848,448.0624,448.1072,104,SPY
1700000001534234221,448.0973,448.0749,448.1197,144,SPY
1700000001535202938,448.0010,447.9786,448.0234,110,SPY
1700000001536695389,447.9116,447.8892,447.9340,451,SPY
1700000001537066283,447.8533,447.8309,447.8757,456,SPY
1700000001538486382,447.7520,447.7296,447.7744,30,SPY
1700000001538837452,447.8991,447.8767,447.9215,223,SPY
1700000001540279596,447.7829,447.7605,447.8053,441,SPY
1700000001541494010,447.7161,447.6937,447.7385,304,SPY
1700000001542848289,447.6875,447.6651,447.7099,165,SPY
1700000001544774187,447.6557,447.6333,447.6781,196,SPY
1700000001545075016,447.4698,447.4474,447.4922,441,SPY
1700000001546831691,447.5684,447.5460,447.5907,374,SPY
1700000001547281485,447.4448,447.4224,447.4672,351,SPY
1700000001549277818,447.3637,447.3414,447.3861,448,SPY
1700000001550072083,447.3384,447.3161,447.3608,79,SPY
1700000001552060905,447.4397,447.4173,447.4621,409,SPY
1700000001552269021,447.4193,447.3969,447.4417,200,SPY
1700000001554137311,447.4225,447.4001,447.4449,278,SPY
1700000001555468849,447.3954,447.3730,447.4177,10,SPY
1700000001556051661,447.3426,447.3203,447.3650,261,SPY
1700000001556400665,447.2241,447.2017,447.2465,80,SPY
1700000001556730876,447.2930,447.2706,447.3154,360,SPY
1700000001557152822,447.4019,447.3796,447.4243,106,SPY
1700000001557361023,447.4296,447.4072,447.4519,201,SPY
1700000001558858427,447.6252,447.6028,447.6475,42,SPY
1700000001560618150,447.6489,447.6265,447.6713,359,SPY
1700000001562560444,447.6017,447.5794,447.6241,376,SPY
1700000001564068742,447.5989,447.5766,447.6213,271,SPY
1700000001565089717,447.6327,447.6103,447.6551,499,SPY
1700000001565271206,447.6836,447.6612,447.7060,235,SPY
1700000001566731650,447.7095,447.6871,447.7319,371,SPY
1700000001566982321,447.7418,447.7194,447.7642,357,SPY
1700000001567317214,447.5943,447.5719,447.6166,201,SPY
1700000001569112052,447.5713,447.5489,447.5937,59,SPY
1700000001570252336,447.6440,447.6216,447.6663,273,SPY
1700000001570764983,447.5787,447.5563,447.6010,219,SPY
1700000001570997762,447.6163,447.5939,447.6387,8,SPY
1700000001572467560,447.6686,447.6462,447.6910,420,SPY
1700000001573388719,447.6058,447.5834,447.6282,414,SPY
1700000001573645669,447.7020,447.6796,447.7244,477,SPY
1700000001574639537,447.5695,447.5471,447.5919,418,SPY
1700000001575023338,447.6693,447.6469,447.6917,341,SPY
1700000001575157514,447.8516,447.8292,447.8740,275,SPY
1700000001575703515,447.7060,447.6836,447.7283,255,SPY
1700000001577643605,447.5976,447.5752,447.6199,20,SPY
1700000001579233409,447.5827,447.5603,447.6050,315,SPY
1700000001580715028,447.5731,447.5507,447.5955,262,SPY
1700000001582492820,447.5781,447.5557,447.6004,422,SPY
1700000001584208948,447.4347,447.4124,447.4571,52,SPY
1700000001585591818,447.6369,447.6145,447.6593,373,SPY
1700000001587532643,447.6102,447.5878,447.6325,364,SPY
1700000001588207011,447.6136,447.5913,447.6360,491,SPY
1700000001589489026,447.7183,447.6960,447.7407,439,SPY
1700000001590521182,447.6315,447.6091,447.6539,109,SPY
1700000001591420119,447.7448,447.7224,447.7672,387,SPY
1700000001592447597,447.6363,447.6139,447.6587,95,SPY
1700000001593011244,447.7716,447.7492,447.7940,355,SPY
1700000001594697296,447.8519,447.8295,447.8743,173,SPY
1700000001596205757,447.8512,447.8288,447.8736,432,SPY
1700000001597150041,447.8893,447.8669,447.9117,481,SPY
1700000001597283711,447.8456,447.8232,447.8680,111,SPY
1700000001599104628,447.9642,447.9418,447.9866,108,SPY
1700000001600668924,448.2108,448.1884,448.2332,40,SPY
1700000001602225471,448.3415,448.3191,448.3639,118,SPY
1700000001602489878,448.3799,448.3575,448.4023,403,SPY
1700000001603840756,448.4703,448.4479,448.4927,484,SPY
1700000001605297550,448.5406,448.5182,448.5631,67,SPY
1700000001607017708,448.6528,448.6303,448.6752,446,SPY
1700000001608901630,448.6696,448.6472,448.6921,481,SPY
1700000001609357571,448.6067,448.5843,448.6292,220,SPY
1700000001611083676,448.6004,448.5780,448.6229,186,SPY
1700000001611976631,448.5771,448.5547,448.5995,32,SPY
1700000001612956102,448.5105,448.4881,448.5329,459,SPY
1700000001613975260,448.4253,448.4029,448.4477,329,SPY
1700000001614940205,448.3697,448.3473,448.3921,65,SPY
1700000001616679193,448.4519,448.4295,448.4743,381,SPY
1700000001618654028,448.4582,448.4358,448.4807,79,SPY
1700000001619668363,448.4358,448.4134,448.4582,244,SPY
1700000001621399239,448.4254,448.4030,448.4478,278,SPY
1700000001623290926,448.4245,448.4020,448.4469,478,SPY
1700000001624198142,448.3250,448.3026,448.3475,466,SPY
1700000001626068312,448.1958,448.1734,448.2182,478,SPY
1700000001626801374,448.0471,448.0247,448.0695,110,SPY
1700000001627762240,448.0229,448.0005,448.0453,60,SPY
1700000001628037237,448.1158,448.0934,448.1382,56,SPY
1700000001628169549,448.2324,448.2100,448.2548,403,SPY
1700000001628372216,448.1252,448.1028,448.1476,66,SPY
1700000001629426580,448.0241,448.0017,448.0465,123,SPY
1700000001630646592,447.9931,447.9707,448.0155,458,SPY
1700000001632596078,448.0112,447.9888,448.0336,22,SPY
1700000001634000005,447.9548,447.9324,447.9772,345,SPY
1700000001634235094,448.0840,448.0616,448.1064,314,SPY
1700000001634863758,447.9090,447.8866,447.9314,29,SPY
1700000001636000703,447.7698,447.7474,447.7922,294,SPY
1700000001637037286,447.7574,447.7350,447.7797,347,SPY
1700000001638965938,447.8578,447.8354,447.8802,38,SPY
1700000001639855826,448.0771,448.0547,448.0995,200,SPY
1700000001641671429,447.9289,447.9065,447.9513,67,SPY
1700000001643662790,447.8546,447.8322,447.8770,137,SPY
1700000001644020728,447.7675,447.7451,447.7899,486,SPY
1700000001644150433,447.7377,447.7153,447.7601,387,SPY
1700000001645729701,447.5920,447.5696,447.6144,287,SPY
1700000001646515098,447.6541,447.6317,447.6765,86,SPY
1700000001648280549,447.7410,447.7187,447.7634,468,SPY
1700000001650248194,447.8190,447.7966,447.8414,420,SPY
1700000001650795828,447.7437,447.7214,447.7661,179,SPY
1700000001652552971,447.7778,447.7555,447.8002,426,SPY
1700000001653471434,447.8266,447.8042,447.8490,356,SPY
1700000001654806181,447.8828,447.8604,447.9052,112,SPY
1700000001655430743,447.7032,447.6808,447.7256,253,SPY
1700000001655595344,447.7786,447.7562,447.8010,218,SPY
1700000001656403567,447.6635,447.6411,447.6859,332,SPY
1700000001657363821,447.7198,447.6974,447.7422,450,SPY
1700000001658987568,447.7203,447.6979,447.7427,338,SPY
1700000001660245098,447.8677,447.8453,447.8900,469,SPY
1700000001661968440,447.8123,447.7899,447.8347,108,SPY
1700000001663285643,447.6763,447.6539,447.6987,131,SPY
1700000001663708390,447.5879,447.5655,447.6103,86,SPY
1700000001665130884,447.6598,447.6374,447.6822,82,SPY
1700000001665826515,447.7299,447.7075,447.7523,194,SPY
1700000001665994453,447.7307,447.7083,447.7531,10,SPY
1700000001667559162,447.7621,447.7397,447.7845,80,SPY
1700000001669101761,447.6806,447.6582,447.7030,312,SPY
1700000001669664418,447.6250,447.6026,447.6474,186,SPY
